dispnum,stabb,ccode,stday,stmon,styear,endday,endmon,endyear,sidea,revstate,revtype1,revtype2,fatality,fatalpre,hiact,hostlev,orig,version
2587,"KUW",690,29,8,1986,29,8,1986,0,0,0,-9,0,0,0,1,1,5
2587,"UAE",696,29,8,1986,29,8,1986,0,0,0,-9,0,0,0,1,1,5
2588,"USR",365,3,9,1986,3,9,1986,0,0,0,-9,0,0,0,1,1,5
2588,"IRN",630,3,9,1986,3,9,1986,1,1,2,-9,0,0,16,4,1,5
2589,"ZIM",552,15,9,1986,15,9,1986,1,0,0,-9,0,0,1,2,1,5
2589,"MZM",541,15,9,1986,15,9,1986,1,1,2,-9,0,0,1,2,1,5
2589,"ZAM",551,15,9,1986,15,9,1986,1,0,0,-9,0,0,1,2,1,5
2589,"MAW",553,15,9,1986,15,9,1986,0,0,0,-9,0,0,0,1,1,5
2590,"IRN",630,30,4,1983,30,4,1983,0,0,0,-9,-9,-9,17,4,1,5
2590,"USR",365,30,4,1983,30,4,1983,1,1,2,-9,-9,-9,17,4,1,5
2591,"ISR",666,4,2,1986,4,2,1986,1,1,2,-9,0,0,16,4,1,5
2591,"LIB",620,4,2,1986,4,2,1986,0,0,0,-9,0,0,0,1,1,5
2593,"LBR",450,18,11,1986,18,11,1986,0,0,0,-9,0,0,0,1,1,5
2593,"IRN",630,18,11,1986,18,11,1986,1,1,2,-9,0,0,16,4,1,5
2594,"KUW",690,22,10,1986,22,10,1986,0,0,0,-9,0,0,0,1,1,5
2594,"IRN",630,22,10,1986,22,10,1986,1,1,2,-9,0,0,16,4,1,5
2595,"IRQ",645,2,10,1986,2,10,1986,1,1,2,-9,0,0,16,4,1,5
2595,"CYP",352,2,10,1986,2,10,1986,0,0,0,-9,0,0,0,1,1,5
2596,"IRN",630,23,9,1986,26,11,1986,1,1,2,-9,0,0,16,4,1,5
2596,"UKG",200,23,9,1986,26,11,1986,0,0,0,-9,0,0,7,3,1,5
2597,"CZE",315,18,9,1986,22,9,1986,1,1,2,-9,0,0,16,4,1,5
2597,"GFR",260,18,9,1986,22,9,1986,0,0,0,-9,1,-9,0,1,1,5
2598,"SPN",230,20,3,1986,21,3,1986,1,1,1,-9,0,0,7,3,1,5
2598,"UKG",200,20,3,1986,21,3,1986,0,0,0,-9,0,0,0,1,1,5
2599,"SAF",560,19,8,1986,15,12,1986,1,1,2,-9,0,0,16,4,1,5
2599,"SWA",572,19,8,1986,15,12,1986,0,0,0,-9,0,0,0,1,1,5
2600,"NEW",920,10,7,1985,10,7,1985,0,0,0,-9,0,0,0,1,1,5
2600,"FRN",220,10,7,1985,10,7,1985,1,1,2,-9,0,0,16,4,1,5
2601,"TUR",640,20,7,1986,23,7,1986,1,1,2,-9,0,0,15,4,1,5
2601,"BUL",355,20,7,1986,23,7,1986,0,0,0,-9,0,0,0,1,1,5
2602,"USR",365,21,6,1978,21,6,1978,0,0,0,-9,0,0,16,4,1,5
2602,"IRN",630,21,6,1978,21,6,1978,1,0,0,-9,1,-9,12,3,1,5
2603,"USR",365,11,11,1918,12,7,1920,1,1,1,-9,-9,-9,14,4,1,5
2603,"LIT",368,11,11,1918,12,7,1920,0,0,0,-9,-9,-9,16,4,1,5
2603,"POL",290,9,1,1919,12,7,1920,0,0,0,-9,-9,-9,14,4,0,5
2604,"POL",290,1,1,1920,1,2,1920,0,0,0,-9,-9,-9,16,4,0,5
2604,"UKG",200,6,1,1919,1,2,1920,0,0,0,-9,-9,-9,16,4,0,5
2604,"GMY",255,8,3,1919,1,2,1920,0,0,0,-9,-9,-9,14,4,0,5
2604,"LAT",367,3,1,1919,1,2,1920,0,0,0,-9,-9,-9,16,4,1,5
2604,"USR",365,3,1,1919,1,2,1920,1,1,1,-9,-9,-9,14,4,1,5
2605,"USR",365,22,11,1918,24,2,1919,1,1,1,-9,-9,-9,14,4,1,5
2605,"EST",366,22,11,1918,24,2,1919,0,0,0,-9,-9,-9,16,4,1,5
2605,"UKG",200,22,11,1918,24,2,1919,0,0,0,-9,-9,-9,16,4,1,5
2610,"GHA",452,21,11,1960,22,11,1960,0,0,0,-9,0,0,0,1,1,5
2610,"ZAI",490,21,11,1960,22,11,1960,1,1,4,-9,0,0,12,3,1,5
2612,"USR",365,31,7,1960,31,7,1960,1,1,2,-9,0,0,1,2,1,5
2612,"BEL",211,31,7,1960,31,7,1960,0,0,0,-9,0,0,0,1,1,5
2615,"RWA",517,11,10,1972,11,10,1972,1,1,3,-9,0,0,16,4,1,5
2615,"BUI",516,11,10,1972,11,10,1972,0,0,0,-9,0,0,0,1,1,5
2616,"SEN",433,14,1,1971,24,3,1971,1,1,2,-9,0,0,16,4,1,5
2616,"GAM",420,14,1,1971,24,3,1971,0,0,0,-9,0,0,15,4,1,5
2619,"ZAM",551,29,4,1971,5,10,1971,0,0,0,-9,1,-9,16,4,1,5
2619,"ZAI",490,29,4,1971,5,10,1971,1,1,4,-9,0,0,16,4,1,5
2621,"UGA",500,7,7,1971,16,8,1971,1,1,2,-9,0,0,13,4,1,5
2621,"RWA",517,7,7,1971,16,8,1971,0,0,0,-9,0,0,0,1,1,5
2622,"UGA",500,20,4,1971,20,4,1971,1,1,2,-9,0,0,1,2,1,5
2622,"SUD",625,20,4,1971,20,4,1971,0,0,0,-9,0,0,0,1,1,5
2623,"THI",800,25,7,1963,22,11,1963,1,0,0,-9,0,0,8,3,1,5
2623,"CAM",811,25,7,1963,22,11,1963,0,1,1,-9,0,0,0,1,1,5
2625,"PAK",770,14,4,1949,19,7,1949,1,1,1,-9,0,0,16,4,1,5
2625,"IND",750,14,4,1949,19,7,1949,0,0,0,-9,0,0,16,4,1,5
2626,"IND",750,4,10,1952,2,11,1952,1,0,0,-9,0,0,1,2,1,5
2626,"PAK",770,4,10,1952,2,11,1952,0,1,1,-9,0,0,16,4,1,5
2627,"IND",750,18,3,1956,26,3,1956,0,0,0,-9,1,-9,17,4,1,5
2627,"PAK",770,18,3,1956,26,3,1956,1,1,1,-9,1,-9,17,4,1,5
2629,"PAK",770,6,1,1962,27,4,1962,0,1,1,-9,0,0,1,2,1,5
2629,"IND",750,6,1,1962,27,4,1962,1,0,0,-9,0,0,7,3,1,5
2630,"PAK",770,16,10,1963,16,10,1963,1,1,1,-9,0,0,1,2,1,5
2630,"IND",750,16,10,1963,16,10,1963,0,0,0,-9,0,0,0,1,1,5
2631,"IND",750,-9,1,1965,30,6,1965,0,0,0,-9,3,-9,17,4,1,5
2631,"PAK",770,-9,1,1965,30,6,1965,1,1,1,-9,3,-9,17,4,1,5
2632,"PAK",770,-9,4,1966,-9,8,1966,1,1,1,-9,0,0,11,3,1,5
2632,"IND",750,-9,4,1966,-9,8,1966,0,0,0,-9,0,0,0,1,1,5
2633,"PAK",770,-9,3,1969,30,3,1969,1,1,1,-9,1,-9,17,4,1,5
2633,"IND",750,-9,3,1969,30,3,1969,0,0,0,-9,1,-9,17,4,1,5
2634,"IND",750,12,8,1969,17,3,1970,0,0,0,-9,0,0,7,3,1,5
2634,"PAK",770,12,8,1969,17,3,1970,1,0,0,-9,0,0,16,4,1,5
2635,"PAK",770,20,12,1969,21,12,1969,1,1,1,-9,-9,-9,17,4,1,5
2635,"IND",750,20,12,1969,21,12,1969,0,0,0,-9,-9,-9,17,4,1,5
2638,"PAK",770,5,5,1972,5,5,1972,1,1,1,-9,2,-9,17,4,1,5
2638,"IND",750,5,5,1972,5,5,1972,0,0,0,-9,2,-9,17,4,1,5
2639,"PAK",770,7,7,1981,3,11,1981,1,1,1,-9,1,-9,17,4,1,5
2639,"IND",750,7,7,1981,3,11,1981,0,0,0,-9,1,-9,17,4,1,5
2640,"IND",750,8,9,1982,8,9,1982,1,0,0,-9,0,0,8,3,1,5
2640,"PAK",770,8,9,1982,8,9,1982,0,1,1,-9,0,0,0,1,1,5
2641,"IND",750,20,10,1983,-9,1,1984,0,0,0,-9,1,-9,17,4,1,5
2641,"PAK",770,20,10,1983,-9,1,1984,1,1,1,-9,1,-9,17,4,1,5
2642,"PAK",770,25,6,1984,30,8,1984,1,1,1,-9,1,-9,17,4,1,5
2642,"IND",750,25,6,1984,30,8,1984,0,0,0,-9,1,-9,17,4,1,5
2643,"PAK",770,17,1,1985,7,10,1985,1,1,1,-9,1,-9,17,4,1,5
2643,"IND",750,17,1,1985,7,10,1985,0,0,0,-9,1,-9,17,4,1,5
2644,"IND",750,14,10,1986,15,11,1986,1,0,0,-9,0,0,16,4,1,5
2644,"PAK",770,14,10,1986,15,11,1986,0,1,1,-9,0,0,0,1,1,5
2645,"DEN",390,18,2,1915,11,11,1918,0,0,0,-9,0,0,0,1,1,5
2645,"GMY",255,18,2,1915,11,11,1918,1,1,2,-9,0,0,16,4,1,5
2646,"GMY",255,19,5,1918,11,11,1918,0,0,0,-9,0,0,0,1,1,5
2646,"HON",91,19,5,1918,11,11,1918,1,0,0,-9,0,0,18,4,1,5
2647,"GMY",255,23,4,1918,11,11,1918,0,0,0,-9,0,0,0,1,1,5
2647,"GUA",90,23,4,1918,11,11,1918,1,0,0,-9,0,0,18,4,1,5
2648,"FRN",220,11,1,1916,11,7,1916,1,0,0,-9,0,0,14,4,1,5
2648,"GRC",350,11,1,1916,11,7,1916,0,0,0,-9,0,0,0,1,1,5
2649,"GMY",255,9,2,1917,11,11,1918,0,0,0,-9,0,0,0,1,1,5
2649,"CHN",710,9,2,1917,11,11,1918,1,0,0,-9,0,0,18,4,1,5
2649,"AUH",300,14,8,1917,11,11,1918,0,0,0,-9,0,0,0,1,0,5
2700,"CHN",710,-9,7,1919,25,10,1919,1,1,2,-9,0,0,7,3,1,5
2700,"USR",365,-9,7,1919,25,10,1919,0,0,0,-9,0,0,16,4,1,5
2701,"CHN",710,20,8,1919,25,10,1919,0,0,0,-9,0,0,7,3,1,5
2701,"JPN",740,20,8,1919,25,10,1919,1,1,2,-9,0,0,7,3,1,5
2702,"USR",365,-9,8,1919,25,10,1919,0,0,0,-9,0,0,0,1,1,5
2702,"JPN",740,-9,8,1919,25,10,1919,1,0,0,-9,0,0,15,4,1,5
2704,"CHN",710,6,10,1945,3,5,1946,0,0,0,-9,0,0,0,1,1,5
2704,"USR",365,6,10,1945,3,5,1946,1,1,3,-9,0,0,14,4,1,5
2707,"CHN",710,15,10,1964,15,4,1965,0,1,1,-9,0,0,12,3,1,5
2707,"USR",365,15,10,1964,15,4,1965,1,1,1,-9,0,0,12,3,1,5
2708,"CHN",710,-9,12,1965,15,1,1966,0,1,1,-9,0,0,0,1,1,5
2708,"USR",365,-9,12,1965,15,1,1966,1,1,1,-9,0,0,7,3,1,5
2710,"CHN",710,10,8,1967,17,8,1967,1,0,0,-9,0,0,15,4,1,5
2710,"USR",365,10,8,1967,17,8,1967,0,0,0,-9,0,0,0,1,1,5
2711,"USR",365,-9,8,1968,28,9,1968,0,1,1,-9,0,0,12,3,1,5
2711,"CHN",710,-9,8,1968,28,9,1968,1,1,1,-9,0,0,11,3,1,5
2712,"CHN",710,-9,9,1973,-9,9,1973,1,1,2,-9,0,0,12,3,1,5
2712,"MON",712,-9,9,1973,-9,9,1973,0,0,0,-9,0,0,0,1,1,5
2713,"USR",365,-9,12,1974,-9,12,1974,0,0,0,-9,-9,-9,17,4,1,5
2713,"MON",712,-9,12,1974,-9,12,1974,0,0,0,-9,-9,-9,17,4,1,5
2713,"CHN",710,-9,12,1974,-9,12,1974,1,1,2,-9,-9,-9,17,4,1,5
2714,"USR",365,4,7,1977,5,8,1977,0,1,1,-9,0,0,17,4,1,5
2714,"CHN",710,4,7,1977,5,8,1977,1,1,1,-9,0,0,17,4,1,5
2715,"CHN",710,11,3,1978,9,5,1978,0,1,1,-9,0,0,17,4,1,5
2715,"USR",365,11,3,1978,9,5,1978,1,1,1,-9,0,0,17,4,1,5
2716,"CHN",710,27,1,1979,14,2,1980,0,1,1,-9,1,-9,17,4,1,5
2716,"USR",365,27,1,1979,14,2,1980,1,1,1,-9,1,-9,17,4,1,5
2717,"CHN",710,5,10,1980,29,10,1980,0,1,1,-9,1,-9,17,4,1,5
2717,"USR",365,5,10,1980,29,10,1980,1,1,1,-9,1,-9,17,4,1,5
2718,"CHN",710,12,7,1986,12,7,1986,1,1,1,-9,1,-9,17,4,1,5
2718,"USR",365,12,7,1986,12,7,1986,0,1,1,-9,0,0,17,4,1,5
2721,"USR",365,12,7,1871,12,1,1872,1,1,1,-9,0,0,14,4,1,5
2721,"JPN",740,12,7,1871,12,1,1872,0,0,0,-9,0,0,0,1,1,5
2722,"USR",365,28,4,1920,23,9,1921,0,0,0,-9,0,0,0,1,1,5
2722,"JPN",740,28,4,1920,23,9,1921,1,1,2,-9,0,0,14,4,1,5
2724,"USR",365,26,2,1936,-9,4,1936,0,1,1,-9,0,0,7,3,1,5
2724,"JPN",740,26,2,1936,-9,4,1936,1,0,0,-9,0,0,7,3,1,5
2725,"JPN",740,10,8,1945,10,8,1945,0,0,0,-9,-9,-9,17,4,1,5
2725,"MON",712,10,8,1945,10,8,1945,1,1,1,-9,-9,-9,21,5,1,5
2727,"JPN",740,20,5,1978,2,10,1979,0,0,0,-9,0,0,1,2,1,5
2727,"USR",365,20,5,1978,2,10,1979,1,1,2,-9,0,0,7,3,1,5
2728,"USR",365,12,11,1984,23,11,1984,1,1,2,-9,0,0,7,3,1,5
2728,"JPN",740,12,11,1984,23,11,1984,0,0,0,-9,0,0,7,3,1,5
2729,"CAM",811,22,4,1963,22,10,1963,1,1,1,-9,0,0,15,4,1,5
2729,"RVN",817,22,4,1963,22,10,1963,0,1,1,-9,0,0,0,1,1,5
2730,"CAM",811,20,11,1962,20,11,1962,0,0,0,-9,0,0,0,1,1,5
2730,"RVN",817,20,11,1962,20,11,1962,1,1,1,-9,0,0,12,3,1,5
2731,"CAM",811,19,3,1960,19,3,1960,1,1,1,-9,0,0,1,2,1,5
2731,"RVN",817,19,3,1960,19,3,1960,0,1,1,-9,0,0,0,1,1,5
2732,"CAM",811,20,6,1959,20,6,1959,0,0,0,-9,1,-9,17,4,1,5
2732,"RVN",817,20,6,1959,20,6,1959,1,1,1,-9,1,-9,17,4,1,5
2733,"USA",2,2,3,1916,2,3,1916,0,0,0,-9,0,0,0,1,1,5
2733,"GMY",255,2,3,1916,2,3,1916,1,0,0,-9,0,0,4,2,1,5
2734,"PAN",95,10,8,1987,4,2,1988,0,0,0,-9,0,0,0,1,1,5
2734,"IRN",630,10,8,1987,4,2,1988,1,1,2,-9,0,0,16,4,1,5
2735,"NIC",93,2,9,1987,2,9,1987,1,1,4,-9,-9,-9,17,4,1,5
2735,"COS",94,2,9,1987,2,9,1987,0,0,0,-9,-9,-9,17,4,1,5
2736,"HAI",41,29,11,1987,30,12,1987,0,0,0,-9,0,0,0,1,1,5
2736,"DOM",42,29,11,1987,30,12,1987,1,0,0,-9,0,0,8,3,1,5
2737,"FRN",220,17,3,1987,17,3,1987,0,0,0,-9,0,0,0,1,1,5
2737,"CAN",20,17,3,1987,17,3,1987,1,1,2,-9,0,0,1,2,1,5
2738,"SWD",380,1,4,1987,-9,6,1988,0,0,0,-9,0,0,16,4,1,5
2738,"USR",365,1,4,1987,-9,6,1988,1,0,0,-9,0,0,7,3,1,5
2739,"IRQ",645,17,5,1987,18,5,1987,1,0,0,-9,0,0,16,4,1,5
2739,"USA",2,17,5,1987,18,5,1987,0,0,0,-9,2,-9,8,3,1,5
2740,"IRN",630,27,1,1987,3,7,1988,0,0,0,-9,-9,-9,16,4,1,5
2740,"USA",2,27,1,1987,3,7,1988,1,1,2,-9,1,-9,16,4,1,5
2741,"PAN",95,24,9,1987,8,4,1988,0,0,0,-9,0,0,15,4,1,5
2741,"USA",2,24,9,1987,8,4,1988,1,1,2,-9,0,0,7,3,1,5
2742,"CUB",40,1,5,1987,1,5,1987,0,0,0,-9,0,0,0,1,1,5
2742,"USA",2,1,5,1987,1,5,1987,1,1,3,-9,0,0,7,3,1,5
2743,"LIB",620,6,8,1978,8,8,1978,0,0,0,-9,0,0,0,1,1,5
2743,"EGY",651,6,8,1978,8,8,1978,1,1,2,-9,0,0,8,3,1,5
2744,"BEN",434,25,7,1961,1,8,1961,1,1,1,-9,0,0,14,4,1,5
2744,"POR",235,25,7,1961,1,8,1961,0,0,0,-9,0,0,0,1,1,5
2745,"INS",850,22,10,1988,4,11,1988,1,1,2,-9,-9,-9,16,4,1,5
2745,"PNG",910,22,10,1988,4,11,1988,0,0,0,-9,-9,-9,0,1,1,5
2746,"PHI",840,4,5,1988,18,8,1988,0,0,0,-9,0,0,0,1,1,5
2746,"MAL",820,4,5,1988,18,8,1988,1,1,2,-9,0,0,15,4,1,5
2747,"THI",800,8,8,1988,11,10,1988,0,0,0,-9,0,0,0,1,1,5
2747,"MYA",775,8,8,1988,11,10,1988,1,1,2,-9,0,0,15,4,1,5
2748,"PNG",910,14,11,1988,14,11,1988,1,1,2,-9,0,0,15,4,1,5
2748,"JPN",740,14,11,1988,14,11,1988,0,0,0,-9,0,0,0,1,1,5
2749,"DRV",816,20,2,1988,16,3,1988,0,0,0,-9,-9,-9,17,4,1,5
2749,"CHN",710,20,2,1988,16,3,1988,1,1,1,-9,-9,-9,14,4,1,5
2750,"TAW",713,29,4,1988,9,12,1988,1,1,2,-9,0,0,16,4,1,5
2750,"CHN",710,29,4,1988,9,12,1988,0,0,0,-9,0,0,0,1,1,5
2751,"JPN",740,18,5,1988,18,5,1988,0,0,0,-9,0,0,0,1,1,5
2751,"IRN",630,18,5,1988,18,5,1988,1,1,2,-9,0,0,16,4,1,5
2752,"UAE",696,19,4,1988,19,4,1988,0,0,0,-9,0,0,0,1,1,5
2752,"IRN",630,19,4,1988,19,4,1988,1,1,2,-9,0,0,16,4,1,5
2753,"SWA",572,10,10,1988,30,10,1988,0,0,0,-9,0,0,0,1,1,5
2753,"SAF",560,10,10,1988,30,10,1988,1,1,2,-9,0,0,16,4,1,5
2754,"BOT",571,28,3,1988,21,7,1988,0,0,0,-9,0,0,16,4,1,5
2754,"SAF",560,28,3,1988,21,7,1988,1,1,2,-9,0,0,16,4,1,5
2755,"ZIM",552,14,2,1988,14,2,1988,0,0,0,-9,0,0,0,1,1,5
2755,"SAF",560,14,2,1988,14,2,1988,1,1,2,-9,0,0,1,2,1,5
2757,"SUD",625,7,10,1988,7,10,1988,0,0,0,-9,0,0,0,1,1,5
2757,"ETH",530,7,10,1988,7,10,1988,1,0,0,-9,0,0,12,3,1,5
2758,"LBR",450,14,5,1988,14,5,1988,0,0,0,-9,0,0,0,1,1,5
2758,"IRQ",645,14,5,1988,14,5,1988,1,1,2,-9,0,0,16,4,1,5
2759,"RUM",360,7,7,1988,7,7,1988,0,0,0,-9,0,0,0,1,1,5
2759,"IRN",630,7,7,1988,7,7,1988,1,1,2,-9,0,0,16,4,1,5
2760,"CYP",352,11,12,1988,11,12,1988,0,0,0,-9,0,0,0,1,1,5
2760,"TUR",640,11,12,1988,11,12,1988,1,0,0,-9,1,-9,12,3,1,5
2762,"MAL",820,27,5,1988,27,5,1988,0,0,0,-9,0,0,0,1,1,5
2762,"IRN",630,27,5,1988,27,5,1988,1,1,2,-9,0,0,16,4,1,5
2763,"IRN",630,11,6,1988,11,6,1988,1,1,2,-9,0,0,16,4,1,5
2763,"GFR",260,11,6,1988,11,6,1988,0,0,0,-9,0,0,0,1,1,5
2764,"SPN",230,14,5,1988,14,5,1988,0,0,0,-9,0,0,0,1,1,5
2764,"IRQ",645,14,5,1988,14,5,1988,1,1,2,-9,0,0,16,4,1,5
2765,"SPN",230,21,3,1988,21,3,1988,0,0,0,-9,0,0,0,1,1,5
2765,"IRN",630,21,3,1988,21,3,1988,1,1,2,-9,0,0,16,4,1,5
2767,"IRQ",645,14,5,1988,14,5,1988,1,1,2,-9,0,0,16,4,1,5
2767,"UKG",200,14,5,1988,14,5,1988,0,0,0,-9,0,0,0,1,1,5
2768,"COL",100,16,8,1988,16,8,1988,1,0,0,-9,-9,-9,17,4,1,5
2768,"VEN",101,16,8,1988,16,8,1988,0,0,0,-9,-9,-9,17,4,1,5
2769,"IRQ",645,31,1,1988,31,1,1988,1,1,2,-9,0,0,16,4,1,5
2769,"PAN",95,31,1,1988,31,1,1988,0,0,0,-9,0,0,0,1,1,5
2770,"PAN",95,9,9,1988,11,10,1988,1,0,0,-9,0,0,16,4,1,5
2770,"COS",94,9,9,1988,11,10,1988,0,0,0,-9,0,0,0,1,1,5
2771,"HON",91,29,9,1988,29,9,1988,1,0,0,-9,0,0,12,3,1,5
2771,"NIC",93,29,9,1988,29,9,1988,0,0,0,-9,0,0,0,1,1,5
2772,"BAH",692,19,4,1988,19,4,1988,0,0,0,-9,0,0,0,1,1,5
2772,"IRN",630,19,4,1988,19,4,1988,1,1,2,-9,0,0,16,4,1,5
2773,"CAN",20,14,4,1988,6,5,1988,1,1,2,-9,0,0,16,4,1,5
2773,"FRN",220,14,4,1988,6,5,1988,0,0,0,-9,0,0,0,1,1,5
2774,"USA",2,12,2,1988,12,2,1988,0,0,0,-9,0,0,0,1,1,5
2774,"IRQ",645,12,2,1988,12,2,1988,1,0,0,-9,0,0,16,4,1,5
2775,"LIB",620,30,12,1988,4,1,1989,0,0,0,-9,-9,-9,7,3,1,5
2775,"USA",2,30,12,1988,4,1,1989,1,1,2,-9,0,0,16,4,1,5
2776,"LAO",812,20,5,1987,19,2,1988,0,0,0,-9,3,-9,17,4,1,5
2776,"THI",800,20,5,1987,19,2,1988,1,1,1,-9,2,-9,17,4,1,5
2777,"THI",800,12,4,1987,4,5,1987,0,0,0,-9,0,0,0,1,1,5
2777,"MYA",775,12,4,1987,4,5,1987,1,1,2,-9,0,0,16,4,1,5
2778,"SRI",780,15,3,1987,15,6,1987,0,0,0,-9,0,0,8,3,1,5
2778,"IND",750,15,3,1987,15,6,1987,1,1,2,-9,0,0,7,3,1,5
2779,"IND",750,1,6,1987,25,6,1987,1,0,0,-9,0,0,17,4,1,5
2779,"BNG",771,1,6,1987,25,6,1987,0,0,0,-9,1,-9,17,4,1,5
2780,"DRV",816,15,4,1987,6,6,1987,0,1,1,-9,0,0,0,1,1,5
2780,"CHN",710,15,4,1987,6,6,1987,1,1,1,-9,0,0,7,3,1,5
2782,"CHN",710,8,6,1987,30,9,1987,0,0,0,-9,0,0,16,4,1,5
2782,"TAW",713,8,6,1987,30,9,1987,1,1,2,-9,0,0,16,4,1,5
2783,"YPR",680,11,10,1987,11,10,1987,1,0,0,-9,1,-9,17,4,1,5
2783,"OMA",698,11,10,1987,11,10,1987,0,0,0,-9,0,0,17,4,1,5
2784,"IRQ",645,1,10,1987,1,10,1987,1,1,2,-9,0,0,16,4,1,5
2784,"AUL",900,1,10,1987,1,10,1987,0,0,0,-9,0,0,0,1,1,5
2785,"IRQ",645,20,11,1987,20,11,1987,1,1,2,-9,0,0,16,4,1,5
2785,"SIN",830,20,11,1987,20,11,1987,0,0,0,-9,0,0,0,1,1,5
2786,"SYR",652,28,7,1987,28,7,1987,1,0,0,-9,0,0,12,3,1,5
2786,"IRQ",645,28,7,1987,28,7,1987,0,0,0,-9,0,0,16,4,1,5
2788,"IRQ",645,21,8,1987,23,9,1987,1,0,0,-9,0,0,16,4,1,5
2788,"TUR",640,21,8,1987,23,9,1987,0,0,0,-9,0,0,0,1,1,5
2789,"SIN",830,6,12,1987,14,6,1988,0,0,0,-9,0,0,0,1,1,5
2789,"IRN",630,6,12,1987,14,6,1988,1,1,2,-9,0,0,16,4,1,5
2790,"IRN",630,17,12,1987,17,12,1987,1,1,2,-9,0,0,16,4,1,5
2790,"MAD",781,17,12,1987,17,12,1987,0,0,0,-9,0,0,0,1,1,5
2791,"IRN",630,1,10,1987,1,10,1987,1,1,2,-9,0,0,16,4,1,5
2791,"PAK",770,1,10,1987,1,10,1987,0,0,0,-9,0,0,0,1,1,5
2792,"IND",750,2,10,1987,27,3,1988,0,0,0,-9,0,0,0,1,1,5
2792,"IRN",630,2,10,1987,27,3,1988,1,1,2,-9,0,0,16,4,1,5
2793,"IRN",630,3,9,1987,2,10,1987,1,1,2,-9,0,0,16,4,1,5
2793,"JPN",740,3,9,1987,2,10,1987,0,0,0,-9,0,0,0,1,1,5
2794,"IRN",630,2,9,1987,25,12,1987,1,1,2,-9,0,0,16,4,1,5
2794,"ROK",732,2,9,1987,25,12,1987,0,0,0,-9,0,0,0,1,1,5
2796,"QAT",694,22,5,1987,22,5,1987,0,0,0,-9,0,0,0,1,1,5
2796,"IRN",630,22,5,1987,22,5,1987,1,1,2,-9,0,0,16,4,1,5
2797,"IRN",630,11,5,1987,20,5,1988,1,1,2,-9,0,0,16,4,1,5
2797,"KUW",690,11,5,1987,20,5,1988,0,0,0,-9,0,0,0,1,1,5
2798,"SAU",670,2,8,1987,24,4,1988,0,0,0,-9,0,0,8,3,1,5
2798,"IRN",630,2,8,1987,24,4,1988,1,1,2,-9,0,0,16,4,1,5
2799,"IRN",630,-9,6,1987,27,3,1988,1,0,0,-9,1,-9,16,4,1,5
2799,"TUR",640,-9,6,1987,27,3,1988,0,0,0,-9,0,0,15,4,1,5
2800,"MZM",541,27,12,1987,27,12,1987,1,0,0,-9,0,0,15,4,1,5
2800,"SAF",560,27,12,1987,27,12,1987,0,0,0,-9,0,0,12,3,1,5
2801,"SAF",560,29,5,1987,29,5,1987,1,1,2,-9,0,0,16,4,1,5
2801,"MZM",541,29,5,1987,29,5,1987,0,0,0,-9,0,0,0,1,1,5
2802,"ETH",530,24,7,1987,12,8,1987,1,1,2,-9,-9,-9,17,4,1,5
2802,"SUD",625,24,7,1987,12,8,1987,0,0,0,-9,-9,-9,17,4,1,5
2803,"SUD",625,5,12,1986,5,12,1986,0,0,0,-9,0,0,0,1,1,5
2803,"ETH",530,5,12,1986,5,12,1986,1,1,2,-9,0,0,16,4,1,5
2804,"KEN",501,20,10,1987,28,12,1987,0,0,0,-9,2,-9,17,4,1,5
2804,"UGA",500,20,10,1987,28,12,1987,1,1,2,-9,2,-9,17,4,1,5
2805,"UGA",500,3,6,1987,3,6,1987,0,0,0,-9,1,-9,17,4,1,5
2805,"ZAI",490,3,6,1987,3,6,1987,1,1,2,-9,0,0,17,4,1,5
2806,"CON",484,15,1,1987,15,1,1987,0,0,0,-9,-9,-9,17,4,1,5
2806,"ZAI",490,15,1,1987,15,1,1987,1,0,0,-9,-9,-9,17,4,1,5
2807,"CAO",471,2,5,1987,2,5,1987,1,0,0,-9,0,0,12,3,1,5
2807,"NIG",475,2,5,1987,2,5,1987,0,0,0,-9,0,0,0,1,1,5
2808,"IRN",630,19,6,1987,15,7,1987,1,1,2,-9,0,0,16,4,1,5
2808,"LBR",450,19,6,1987,15,7,1987,0,0,0,-9,0,0,0,1,1,5
2809,"MAA",435,1,4,1987,18,4,1987,0,0,0,-9,0,0,7,3,1,5
2809,"MOR",600,1,4,1987,18,4,1987,1,0,0,-9,0,0,7,3,1,5
2810,"ZAM",551,9,4,1987,25,4,1987,0,0,0,-9,0,0,0,1,1,5
2810,"SAF",560,9,4,1987,25,4,1987,1,1,2,-9,0,0,16,4,1,5
2810,"BOT",571,9,4,1987,9,4,1987,0,0,0,-9,0,0,0,1,1,5
2811,"IRQ",645,29,4,1987,29,4,1987,1,1,2,-9,0,0,16,4,1,5
2811,"PAN",95,29,4,1987,29,4,1987,0,0,0,-9,0,0,0,1,1,5
2812,"COL",100,13,8,1987,5,9,1987,1,1,1,-9,0,0,7,3,1,5
2812,"VEN",101,13,8,1987,5,9,1987,0,0,0,-9,0,0,16,4,1,5
2814,"BEL",211,21,9,1987,21,9,1987,1,1,2,-9,0,0,7,3,1,5
2814,"NTH",210,21,9,1987,21,9,1987,1,1,2,-9,0,0,7,3,1,5
2814,"IRN",630,21,9,1987,21,9,1987,0,0,0,-9,0,0,0,1,1,5
