dispnum,incidnum,stabb,ccode,stday,stmon,styear,endday,endmon,endyear,insidea,sidea,fatality,fatalpre,action,hostlev,revtype1,revtype2,version
4277,4277058,"IND",750,5,2,2003,5,2,2003,0,0,0,0,0,1,0,0,5
4277,4277058,"PAK",770,5,2,2003,5,2,2003,1,1,0,0,7,3,0,0,5
4277,4277059,"IND",750,18,2,2003,18,2,2003,0,0,1,-9,17,4,2,0,5
4277,4277059,"PAK",770,18,2,2003,18,2,2003,1,1,-9,-9,17,4,1,0,5
4277,4277060,"IND",750,1,3,2003,1,3,2003,0,0,-9,-9,17,4,2,0,5
4277,4277060,"PAK",770,1,3,2003,1,3,2003,1,1,-9,-9,17,4,1,0,5
4277,4277061,"IND",750,11,3,2003,29,3,2003,0,0,-9,-9,17,4,2,0,5
4277,4277061,"PAK",770,11,3,2003,29,3,2003,1,1,-9,-9,17,4,1,0,5
4277,4277062,"IND",750,4,4,2003,24,4,2003,0,0,-9,-9,17,4,2,0,5
4277,4277062,"PAK",770,4,4,2003,24,4,2003,1,1,-9,-9,17,4,1,0,5
4277,4277063,"IND",750,30,4,2003,1,5,2003,1,0,0,0,16,4,1,0,5
4277,4277063,"PAK",770,30,4,2003,1,5,2003,0,1,0,0,0,1,0,0,5
4277,4277064,"IND",750,-9,5,2003,-9,5,2003,1,0,0,0,11,3,2,0,5
4277,4277064,"PAK",770,-9,5,2003,-9,5,2003,0,1,0,0,0,1,0,0,5
4277,4277065,"IND",750,6,5,2003,15,5,2003,1,0,-9,-9,17,4,2,0,5
4277,4277065,"PAK",770,6,5,2003,15,5,2003,0,1,-9,-9,17,4,1,0,5
4277,4277066,"IND",750,20,5,2003,23,5,2003,0,0,-9,-9,17,4,2,0,5
4277,4277066,"PAK",770,20,5,2003,23,5,2003,1,1,-9,-9,17,4,1,0,5
4277,4277067,"IND",750,30,5,2003,30,5,2003,1,0,0,0,11,3,2,0,5
4277,4277067,"PAK",770,30,5,2003,30,5,2003,0,1,0,0,0,1,0,0,5
4277,4277068,"IND",750,1,6,2003,8,6,2003,0,0,-9,-9,17,4,2,0,5
4277,4277068,"PAK",770,1,6,2003,8,6,2003,1,1,-9,-9,17,4,1,0,5
4277,4277069,"IND",750,17,6,2003,17,6,2003,1,0,-9,-9,17,4,2,0,5
4277,4277069,"PAK",770,17,6,2003,17,6,2003,0,1,-9,-9,17,4,1,0,5
4277,4277070,"IND",750,28,6,2003,5,7,2003,0,0,-9,-9,17,4,2,0,5
4277,4277070,"PAK",770,28,6,2003,5,7,2003,1,1,-9,-9,17,4,1,0,5
4277,4277071,"IND",750,12,7,2003,18,7,2003,0,0,-9,-9,17,4,2,0,5
4277,4277071,"PAK",770,12,7,2003,18,7,2003,1,1,-9,-9,17,4,1,0,5
4277,4277072,"IND",750,24,7,2003,4,8,2003,1,0,1,-9,17,4,2,0,5
4277,4277072,"PAK",770,24,7,2003,4,8,2003,0,1,1,-9,17,4,1,0,5
4277,4277073,"IND",750,11,8,2003,15,8,2003,1,0,-9,-9,17,4,2,0,5
4277,4277073,"PAK",770,11,8,2003,15,8,2003,0,1,-9,-9,17,4,1,0,5
4277,4277074,"IND",750,21,8,2003,31,8,2003,0,0,-9,-9,17,4,2,0,5
4277,4277074,"PAK",770,21,8,2003,31,8,2003,1,1,-9,-9,17,4,1,0,5
4277,4277075,"IND",750,-9,9,2003,-9,9,2003,1,0,0,0,11,3,2,0,5
4277,4277075,"PAK",770,-9,9,2003,-9,9,2003,0,1,0,0,0,1,0,0,5
4277,4277076,"IND",750,8,9,2003,18,9,2003,0,0,-9,-9,17,4,2,0,5
4277,4277076,"PAK",770,8,9,2003,18,9,2003,1,1,-9,-9,17,4,1,0,5
4277,4277077,"IND",750,23,9,2003,24,9,2003,1,0,-9,-9,17,4,2,0,5
4277,4277077,"PAK",770,23,9,2003,24,9,2003,0,1,-9,-9,17,4,1,0,5
4277,4277078,"IND",750,1,10,2003,3,11,2003,1,0,1,-9,17,4,2,0,5
4277,4277078,"PAK",770,1,10,2003,3,11,2003,0,1,1,-9,17,4,1,0,5
4277,4277079,"IND",750,15,11,2003,16,11,2003,0,0,1,1,17,4,2,0,5
4277,4277079,"PAK",770,15,11,2003,16,11,2003,1,1,-9,-9,17,4,1,0,5
4277,4277080,"IND",750,22,11,2003,22,11,2003,0,0,-9,-9,17,4,2,0,5
4277,4277080,"PAK",770,22,11,2003,22,11,2003,1,1,-9,-9,17,4,1,0,5
4278,4278001,"CHN",710,17,4,2001,17,4,2001,1,1,0,0,7,3,1,0,5
4278,4278001,"AUL",900,17,4,2001,17,4,2001,0,0,0,0,0,1,0,0,5
4279,4279001,"CHN",710,-9,5,2001,-9,5,2001,1,1,0,0,7,3,1,0,5
4279,4279001,"PHI",840,-9,5,2001,-9,5,2001,0,0,0,0,0,1,0,0,5
4280,4280001,"USA",2,23,3,2001,23,3,2001,0,0,0,0,0,1,0,0,5
4280,4280001,"CHN",710,23,3,2001,23,3,2001,1,1,0,0,7,3,2,0,5
4280,4280002,"USA",2,1,4,2001,1,4,2001,0,0,0,0,0,1,0,0,5
4280,4280002,"CHN",710,1,4,2001,1,4,2001,1,1,1,1,7,3,2,0,5
4280,4280003,"USA",2,1,4,2001,1,4,2001,1,0,0,0,12,3,1,2,5
4280,4280003,"CHN",710,1,4,2001,1,4,2001,0,1,0,0,0,1,0,0,5
4280,4280004,"USA",2,1,4,2001,3,7,2001,0,0,0,0,0,1,0,0,5
4280,4280004,"CHN",710,1,4,2001,3,7,2001,1,1,0,0,15,4,2,0,5
4280,4280005,"USA",2,2,4,2001,2,4,2001,1,0,0,0,7,3,2,0,5
4280,4280005,"CHN",710,2,4,2001,2,4,2001,0,1,0,0,0,1,0,0,5
4280,4280006,"USA",2,5,4,2001,5,4,2001,0,0,0,0,0,1,0,0,5
4280,4280006,"CHN",710,5,4,2001,5,4,2001,1,1,0,0,7,3,2,0,5
4281,4281001,"CHN",710,27,3,2001,27,3,2001,1,1,0,0,4,2,2,0,5
4281,4281001,"TAW",713,27,3,2001,27,3,2001,0,0,0,0,0,1,0,0,5
4281,4281002,"USA",2,25,4,2001,25,4,2001,1,0,0,0,1,2,2,0,5
4281,4281002,"CHN",710,25,4,2001,25,4,2001,0,1,0,0,0,1,0,0,5
4281,4281003,"CHN",710,1,8,2001,1,8,2001,1,1,0,0,1,2,2,0,5
4281,4281003,"TAW",713,1,8,2001,1,8,2001,0,0,0,0,0,1,0,0,5
4281,4281004,"USA",2,17,8,2001,17,8,2001,1,0,0,0,7,3,2,0,5
4281,4281004,"CHN",710,17,8,2001,17,8,2001,0,1,0,0,0,1,0,0,5
4281,4281005,"CHN",710,21,8,2001,21,8,2001,0,1,0,0,0,1,0,0,5
4281,4281005,"TAW",713,21,8,2001,21,8,2001,1,0,0,0,7,3,2,0,5
4281,4281006,"CHN",710,22,8,2001,-9,8,2001,1,1,0,0,7,3,2,0,5
4281,4281006,"TAW",713,22,8,2001,-9,8,2001,0,0,0,0,0,1,0,0,5
4282,4282001,"PRK",731,2,6,2001,5,6,2001,1,1,0,0,12,3,1,0,5
4282,4282001,"ROK",732,2,6,2001,5,6,2001,0,0,0,0,0,1,0,0,5
4282,4282002,"PRK",731,26,9,2001,27,9,2001,0,1,0,0,0,1,0,0,5
4282,4282002,"ROK",732,26,9,2001,27,9,2001,1,0,0,0,7,3,1,0,5
4282,4282003,"PRK",731,18,11,2001,18,11,2001,1,1,0,0,12,3,4,1,5
4282,4282003,"ROK",732,18,11,2001,18,11,2001,0,0,0,0,0,1,0,0,5
4282,4282004,"PRK",731,27,11,2001,27,11,2001,1,1,0,0,17,4,4,0,5
4282,4282004,"ROK",732,27,11,2001,27,11,2001,0,0,0,0,17,4,4,0,5
4282,4282005,"PRK",731,4,1,2002,4,1,2002,1,1,0,0,7,3,2,0,5
4282,4282005,"ROK",732,4,1,2002,4,1,2002,0,0,0,0,0,1,0,0,5
4282,4282006,"PRK",731,27,3,2002,27,3,2002,1,1,0,0,7,3,2,0,5
4282,4282006,"ROK",732,27,3,2002,27,3,2002,0,0,0,0,0,1,0,0,5
4282,4282007,"PRK",731,22,4,2002,22,4,2002,1,1,0,0,7,3,2,0,5
4282,4282007,"ROK",732,22,4,2002,22,4,2002,0,0,0,0,0,1,0,0,5
4282,4282008,"PRK",731,3,5,2002,3,5,2002,1,1,0,0,7,3,2,0,5
4282,4282008,"ROK",732,3,5,2002,3,5,2002,0,0,0,0,0,1,0,0,5
4282,4282009,"PRK",731,-9,6,2002,-9,6,2002,1,1,0,0,11,3,0,0,5
4282,4282009,"ROK",732,-9,6,2002,-9,6,2002,0,0,0,0,0,1,0,0,5
4282,4282010,"PRK",731,11,6,2002,11,6,2002,1,1,0,0,7,3,2,0,5
4282,4282010,"ROK",732,11,6,2002,11,6,2002,0,0,0,0,0,1,0,0,5
4282,4282011,"PRK",731,28,6,2002,28,6,2002,1,1,1,13,17,4,2,0,5
4282,4282011,"ROK",732,28,6,2002,28,6,2002,0,0,0,4,17,4,0,0,5
4282,4282012,"PRK",731,16,11,2002,16,11,2002,1,1,0,0,7,3,2,0,5
4282,4282012,"ROK",732,16,11,2002,16,11,2002,0,0,0,0,0,1,0,0,5
4282,4282013,"PRK",731,13,12,2002,20,12,2002,1,1,0,0,11,3,1,0,5
4282,4282013,"ROK",732,13,12,2002,20,12,2002,0,0,0,0,0,1,0,0,5
4282,4282014,"PRK",731,13,2,2003,13,2,2003,1,1,0,0,7,3,0,0,5
4282,4282014,"ROK",732,13,2,2003,13,2,2003,0,0,0,0,0,1,0,0,5
4282,4282015,"PRK",731,27,5,2003,28,5,2003,0,1,0,0,0,1,0,0,5
4282,4282015,"ROK",732,27,5,2003,28,5,2003,1,0,0,0,7,3,2,0,5
4282,4282016,"PRK",731,1,6,2003,1,6,2003,0,1,0,0,0,1,0,0,5
4282,4282016,"ROK",732,1,6,2003,1,6,2003,1,0,0,0,7,3,2,0,5
4282,4282017,"PRK",731,10,7,2003,10,7,2003,1,1,0,0,7,3,2,0,5
4282,4282017,"ROK",732,10,7,2003,10,7,2003,0,0,0,0,0,1,0,0,5
4282,4282018,"PRK",731,17,7,2003,17,7,2003,1,1,0,0,17,4,0,0,5
4282,4282018,"ROK",732,17,7,2003,17,7,2003,0,0,0,0,17,4,0,0,5
4282,4282019,"PRK",731,8,8,2003,8,8,2003,1,1,0,0,7,3,2,0,5
4282,4282019,"ROK",732,8,8,2003,8,8,2003,0,0,0,0,0,1,0,0,5
4282,4282020,"PRK",731,8,8,2003,8,8,2003,0,1,0,0,0,1,0,0,5
4282,4282020,"ROK",732,8,8,2003,8,8,2003,1,0,0,0,7,3,2,0,5
4282,4282021,"PRK",731,18,8,2003,18,8,2003,0,1,0,0,0,1,0,0,5
4282,4282021,"ROK",732,18,8,2003,18,8,2003,1,0,0,0,7,3,2,0,5
4282,4282022,"PRK",731,25,8,2003,25,8,2003,1,1,0,0,7,3,2,0,5
4282,4282022,"ROK",732,25,8,2003,25,8,2003,0,0,0,0,0,1,0,0,5
4282,4282023,"PRK",731,25,8,2003,25,8,2003,0,1,0,0,0,1,0,0,5
4282,4282023,"ROK",732,25,8,2003,25,8,2003,1,0,0,0,7,3,2,0,5
4282,4282024,"PRK",731,30,10,2003,30,10,2003,1,1,0,0,7,3,2,0,5
4282,4282024,"ROK",732,30,10,2003,30,10,2003,0,0,0,0,0,1,0,0,5
4282,4282025,"PRK",731,30,10,2003,30,10,2003,0,1,0,0,0,1,0,0,5
4282,4282025,"ROK",732,30,10,2003,30,10,2003,1,0,0,0,7,3,2,0,5
4282,4282026,"PRK",731,24,11,2003,24,11,2003,1,1,0,0,7,3,2,0,5
4282,4282026,"ROK",732,24,11,2003,24,11,2003,0,0,0,0,0,1,0,0,5
4282,4282027,"PRK",731,24,11,2003,24,11,2003,0,1,0,0,0,1,0,0,5
4282,4282027,"ROK",732,24,11,2003,24,11,2003,1,0,0,0,7,3,2,0,5
4282,4282028,"PRK",731,28,2,2004,28,2,2004,0,1,0,0,0,1,0,0,5
4282,4282028,"ROK",732,28,2,2004,28,2,2004,1,0,0,0,7,3,2,0,5
4282,4282029,"PRK",731,14,7,2004,14,7,2004,1,1,0,0,7,3,2,0,5
4282,4282029,"ROK",732,14,7,2004,14,7,2004,0,0,0,0,0,1,0,0,5
4282,4282030,"PRK",731,14,7,2004,14,7,2004,0,1,0,0,0,1,0,0,5
4282,4282030,"ROK",732,14,7,2004,14,7,2004,1,0,0,0,7,3,2,0,5
4282,4282031,"PRK",731,14,8,2004,14,8,2004,1,1,0,0,7,3,2,0,5
4282,4282031,"ROK",732,14,8,2004,14,8,2004,0,0,0,0,0,1,0,0,5
4282,4282032,"PRK",731,23,9,2004,23,9,2004,1,1,0,0,7,3,2,0,5
4282,4282032,"ROK",732,23,9,2004,23,9,2004,0,0,0,0,0,1,0,0,5
4282,4282033,"PRK",731,12,10,2004,12,10,2004,1,1,0,0,7,3,2,0,5
4282,4282033,"ROK",732,12,10,2004,12,10,2004,0,0,0,0,0,1,0,0,5
4282,4282034,"PRK",731,25,10,2004,25,10,2004,0,1,0,0,0,1,0,0,5
4282,4282034,"ROK",732,25,10,2004,25,10,2004,1,0,0,0,8,3,0,0,5
4282,4282035,"PRK",731,1,11,2004,1,11,2004,1,1,0,0,7,3,2,0,5
4282,4282035,"ROK",732,1,11,2004,1,11,2004,0,0,0,0,0,1,2,0,5
4282,4282036,"PRK",731,1,11,2004,1,11,2004,0,1,0,0,0,1,0,0,5
4282,4282036,"ROK",732,1,11,2004,1,11,2004,1,0,0,0,7,3,2,0,5
4282,4282037,"PRK",731,10,11,2004,10,11,2004,1,1,0,0,7,3,2,0,5
4282,4282037,"ROK",732,10,11,2004,10,11,2004,0,0,0,0,0,1,0,0,5
4283,4283001,"USA",2,15,9,2001,-9,9,2001,1,1,0,0,7,3,2,0,5
4283,4283001,"UKG",200,15,9,2001,-9,9,2001,1,1,0,0,7,3,2,0,5
4283,4283001,"FRN",220,15,9,2001,-9,9,2001,1,1,0,0,7,3,2,0,5
4283,4283001,"AFG",700,15,9,2001,-9,9,2001,0,0,0,0,0,1,0,0,5
4283,4283002,"USA",2,15,9,2001,18,9,2001,0,1,0,0,0,1,0,0,5
4283,4283002,"AFG",700,15,9,2001,18,9,2001,1,0,0,0,8,3,2,0,5
4283,4283003,"RUS",365,15,9,2001,18,9,2001,1,1,0,0,8,3,2,0,5
4283,4283003,"AFG",700,15,9,2001,18,9,2001,0,0,0,0,0,1,0,0,5
4283,4283004,"UKG",200,16,9,2001,19,9,2001,1,1,0,0,8,3,2,0,5
4283,4283004,"AFG",700,16,9,2001,19,9,2001,0,0,0,0,0,1,0,0,5
4283,4283005,"RUS",365,16,9,2001,-9,9,2001,1,1,0,0,11,3,2,0,5
4283,4283005,"AFG",700,16,9,2001,-9,9,2001,0,0,0,0,0,1,0,0,5
4283,4283006,"RUS",365,16,9,2001,18,9,2001,1,1,0,0,8,3,2,0,5
4283,4283006,"AFG",700,16,9,2001,18,9,2001,0,0,0,0,0,1,0,0,5
4283,4283007,"USA",2,17,9,2001,17,9,2001,1,1,0,0,1,2,2,0,5
4283,4283007,"AFG",700,17,9,2001,17,9,2001,0,0,0,0,0,1,0,0,5
4283,4283008,"USA",2,17,9,2001,-9,9,2001,1,1,0,0,7,3,2,0,5
4283,4283008,"AFG",700,17,9,2001,-9,9,2001,0,0,0,0,0,1,0,0,5
4283,4283009,"USA",2,20,9,2001,20,9,2001,1,1,0,0,1,2,2,0,5
4283,4283009,"AFG",700,20,9,2001,20,9,2001,0,0,0,0,0,1,0,0,5
4283,4283010,"UKG",200,22,9,2001,22,9,2001,1,1,0,0,17,4,2,0,5
4283,4283010,"AFG",700,22,9,2001,22,9,2001,0,0,-9,-9,17,4,2,0,5
4283,4283011,"USA",2,22,9,2001,22,9,2001,0,1,0,0,0,1,0,0,5
4283,4283011,"AFG",700,22,9,2001,22,9,2001,1,0,0,0,16,4,2,0,5
4283,4283012,"UKG",200,25,9,2001,25,9,2001,1,1,0,0,1,2,2,0,5
4283,4283012,"AFG",700,25,9,2001,25,9,2001,0,0,0,0,0,1,0,0,5
4283,4283013,"USA",2,30,9,2001,6,10,2001,1,1,0,0,7,3,2,0,5
4283,4283013,"AFG",700,30,9,2001,6,10,2001,0,0,0,0,0,1,0,0,5
4283,4283014,"USA",2,30,9,2001,30,9,2001,0,1,0,0,0,1,0,0,5
4283,4283014,"AFG",700,30,9,2001,30,9,2001,1,0,0,0,7,3,2,0,5
4283,4283015,"RUS",365,1,10,2001,1,10,2001,0,1,0,0,17,4,2,0,5
4283,4283015,"AFG",700,1,10,2001,1,10,2001,1,0,-9,-9,17,4,2,0,5
4283,4283016,"UKG",200,2,10,2001,6,10,2001,1,1,0,0,1,2,2,0,5
4283,4283016,"AFG",700,2,10,2001,6,10,2001,0,0,0,0,0,1,0,0,5
4283,4283017,"AFG",700,6,10,2001,-9,10,2001,0,0,0,0,0,1,0,0,5
4283,4283017,"UZB",704,6,10,2001,-9,10,2001,1,1,0,0,11,3,2,0,5
4283,4283018,"USA",2,6,10,2001,-9,10,2001,0,1,0,0,0,1,0,0,5
4283,4283018,"AFG",700,6,10,2001,-9,10,2001,1,0,0,0,7,3,2,0,5
4283,4283019,"AFG",700,6,10,2001,-9,10,2001,1,0,0,0,11,3,2,0,5
4283,4283019,"UZB",704,6,10,2001,-9,10,2001,0,1,0,0,0,1,0,0,5
4283,4283020,"AFG",700,6,10,2001,6,10,2001,1,0,0,0,4,2,2,0,5
4283,4283020,"UZB",704,6,10,2001,6,10,2001,0,1,0,0,0,1,0,0,5
4283,4283021,"USA",2,6,10,2001,6,10,2001,0,1,0,0,0,1,0,0,5
4283,4283021,"AFG",700,6,10,2001,6,10,2001,1,0,0,0,16,4,2,0,5
4283,4283022,"USA",2,7,10,2001,15,11,2001,1,1,0,0,16,4,2,3,5
4283,4283022,"CAN",20,7,10,2001,15,11,2001,1,1,0,0,16,4,2,3,5
4283,4283022,"UKG",200,7,10,2001,15,11,2001,1,1,0,0,16,4,2,3,5
4283,4283022,"FRN",220,7,10,2001,15,11,2001,1,1,0,0,16,4,2,3,5
4283,4283022,"TUR",640,7,10,2001,15,11,2001,1,1,0,0,16,4,2,3,5
4283,4283022,"AFG",700,7,10,2001,15,11,2001,0,0,-9,-9,0,1,0,0,5
4283,4283022,"AUL",900,7,10,2001,15,11,2001,1,1,0,0,16,4,2,3,5
4283,4283023,"AFG",700,7,10,2001,7,10,2001,0,0,0,0,0,1,0,0,5
4283,4283023,"PAK",770,7,10,2001,7,10,2001,1,1,0,0,15,4,2,0,5
4283,4283024,"USA",2,7,10,2001,7,10,2001,0,1,0,0,0,1,0,0,5
4283,4283024,"AFG",700,7,10,2001,7,10,2001,1,0,0,0,7,3,2,0,5
4283,4283025,"USA",2,7,10,2001,13,11,2001,1,1,0,0,17,4,2,0,5
4283,4283025,"UKG",200,7,10,2001,13,11,2001,1,1,0,0,17,4,2,0,5
4283,4283025,"AFG",700,7,10,2001,13,11,2001,0,0,6,-9,17,4,2,0,5
4283,4283026,"AFG",700,7,10,2001,7,10,2001,1,0,0,0,12,3,2,0,5
4283,4283026,"PAK",770,7,10,2001,7,10,2001,0,1,0,0,0,1,0,0,5
4283,4283027,"AFG",700,7,10,2001,10,10,2001,0,0,0,0,0,1,0,0,5
4283,4283027,"TAJ",702,7,10,2001,10,10,2001,1,1,0,0,8,3,2,0,5
4283,4283028,"AFG",700,9,10,2001,9,10,2001,1,0,-9,-9,17,4,2,0,5
4283,4283028,"PAK",770,9,10,2001,9,10,2001,0,1,0,0,17,4,2,0,5
4283,4283029,"USA",2,9,10,2001,-9,10,2001,1,1,0,0,7,3,2,3,5
4283,4283029,"UKG",200,9,10,2001,-9,10,2001,1,1,0,0,7,3,2,3,5
4283,4283029,"NTH",210,9,10,2001,-9,10,2001,1,1,0,0,7,3,2,3,5
4283,4283029,"SPN",230,9,10,2001,-9,10,2001,1,1,0,0,7,3,2,3,5
4283,4283029,"POR",235,9,10,2001,-9,10,2001,1,1,0,0,7,3,2,3,5
4283,4283029,"GMY",255,9,10,2001,-9,10,2001,1,1,0,0,7,3,2,3,5
4283,4283029,"GRC",350,9,10,2001,-9,10,2001,1,1,0,0,7,3,2,3,5
4283,4283029,"TUR",640,9,10,2001,-9,10,2001,1,1,0,0,7,3,2,3,5
4283,4283029,"AFG",700,9,10,2001,-9,10,2001,0,0,0,0,0,1,0,0,5
4283,4283030,"AFG",700,10,10,2001,12,10,2001,1,0,0,0,3,2,2,0,5
4283,4283030,"UZB",704,10,10,2001,12,10,2001,0,1,0,0,0,1,0,0,5
4283,4283031,"AFG",700,12,10,2001,12,10,2001,1,0,0,0,17,4,2,0,5
4283,4283031,"UZB",704,12,10,2001,12,10,2001,0,1,0,0,17,4,2,0,5
4283,4283032,"AFG",700,13,10,2001,15,11,2001,0,0,-9,-9,0,1,0,0,5
4283,4283032,"AUL",900,13,10,2001,15,11,2001,1,1,0,0,21,5,2,3,5
4283,4283033,"RUS",365,16,10,2001,16,10,2001,0,1,0,0,0,1,0,0,5
4283,4283033,"AFG",700,16,10,2001,16,10,2001,1,0,0,0,16,4,2,0,5
4283,4283034,"RUS",365,30,10,2001,-9,11,2001,1,1,0,0,11,3,2,0,5
4283,4283034,"AFG",700,30,10,2001,-9,11,2001,0,0,0,0,0,1,0,0,5
4283,4283035,"RUS",365,13,11,2001,15,11,2001,1,1,0,0,8,3,2,0,5
4283,4283035,"AFG",700,13,11,2001,15,11,2001,0,0,0,0,0,1,0,0,5
4284,4284001,"CEN",482,21,12,2001,21,12,2001,1,1,0,0,7,3,2,0,5
4284,4284001,"CHA",483,21,12,2001,21,12,2001,0,0,0,0,0,1,0,0,5
4285,4285001,"ARM",371,17,3,1994,17,3,1994,1,1,0,0,16,4,4,0,5
4285,4285001,"IRN",630,17,3,1994,17,3,1994,0,0,1,13,0,1,0,0,5
4286,4286001,"SUD",625,10,3,1993,-9,3,1993,1,1,0,0,15,4,1,0,5
4286,4286001,"EGY",651,10,3,1993,-9,3,1993,0,0,0,0,0,1,0,0,5
4287,4287001,"SUD",625,20,5,1994,-9,5,1994,1,1,0,0,15,4,1,0,5
4287,4287001,"EGY",651,20,5,1994,-9,5,1994,0,0,0,0,0,1,0,0,5
4288,4288001,"SUD",625,-9,3,1996,-9,3,1996,0,0,-9,-9,0,1,0,0,5
4288,4288001,"EGY",651,-9,3,1996,-9,3,1996,1,1,0,0,16,4,1,0,5
4289,4289001,"IRN",630,18,7,1999,18,7,1999,0,0,0,0,0,1,0,0,5
4289,4289001,"TUR",640,18,7,1999,18,7,1999,1,1,0,0,16,4,2,0,5
4290,4290001,"IRN",630,24,8,2001,25,8,2001,0,0,0,0,0,1,0,0,5
4290,4290001,"TUR",640,24,8,2001,25,8,2001,1,1,0,0,7,3,2,0,5
4291,4291001,"TUR",640,1,10,1998,1,10,1998,1,1,0,0,7,3,2,1,5
4291,4291001,"SYR",652,1,10,1998,1,10,1998,0,0,0,0,0,1,0,0,5
4291,4291002,"TUR",640,-9,10,1998,-9,10,1998,1,1,0,0,7,3,2,0,5
4291,4291002,"SYR",652,-9,10,1998,-9,10,1998,0,0,0,0,0,1,0,0,5
4292,4292001,"IRN",630,10,6,1999,10,6,1999,1,1,0,0,16,4,2,0,5
4292,4292001,"IRQ",645,10,6,1999,10,6,1999,0,0,0,0,0,1,0,0,5
4293,4293001,"SAU",670,27,6,1995,28,6,1995,0,0,0,0,0,1,0,0,5
4293,4293001,"QAT",694,27,6,1995,28,6,1995,1,1,0,0,8,3,1,0,5
4295,4295001,"UKG",200,31,7,2000,6,10,2000,0,0,0,0,0,1,0,0,5
4295,4295001,"YUG",345,31,7,2000,6,10,2000,1,1,0,0,15,4,2,0,5
4295,4295002,"CAN",20,31,7,2000,6,10,2000,0,0,0,0,0,1,0,0,5
4295,4295002,"YUG",345,31,7,2000,6,10,2000,1,1,0,0,15,4,2,0,5
4296,4296001,"NOR",385,30,8,2001,30,8,2001,0,0,0,0,0,1,0,0,5
4296,4296001,"AUL",900,30,8,2001,30,8,2001,1,1,0,0,15,4,4,0,5
4297,4297001,"RUS",365,12,10,1996,-9,10,1996,1,1,0,0,15,4,2,1,5
4297,4297001,"JPN",740,12,10,1996,-9,10,1996,0,0,0,0,0,1,0,0,5
4298,4298001,"CRO",344,5,8,2000,7,8,2000,0,0,0,0,0,1,0,0,5
4298,4298001,"YUG",345,5,8,2000,7,8,2000,1,1,0,0,15,4,1,0,5
4298,4298002,"USA",2,26,9,2000,-9,9,2000,1,0,0,0,7,3,3,0,5
4298,4298002,"CRO",344,26,9,2000,-9,9,2000,1,0,0,0,7,3,3,0,5
4298,4298002,"YUG",345,26,9,2000,-9,9,2000,0,1,0,0,0,1,0,0,5
4299,4299001,"USA",2,26,6,1993,26,6,1993,1,1,0,0,16,4,4,0,5
4299,4299001,"IRQ",645,26,6,1993,26,6,1993,0,0,-9,-9,0,1,0,0,5
4299,4299002,"USA",2,28,6,1993,28,6,1993,1,1,0,0,1,2,4,0,5
4299,4299002,"IRQ",645,28,6,1993,28,6,1993,0,0,0,0,0,1,0,0,5
4300,4300001,"GUI",438,26,1,2001,27,1,2001,1,1,0,0,16,4,2,0,5
4300,4300001,"SIE",451,26,1,2001,27,1,2001,0,0,0,0,0,1,0,0,5
4300,4300002,"GUI",438,18,5,2001,18,5,2001,1,1,0,0,16,4,2,0,5
4300,4300002,"SIE",451,18,5,2001,18,5,2001,0,0,0,0,0,1,0,0,5
4300,4300003,"GUI",438,29,5,2001,4,6,2001,0,1,0,0,0,1,0,0,5
4300,4300003,"SIE",451,29,5,2001,4,6,2001,1,0,0,0,11,3,2,0,5
4301,4301001,"LBR",450,-9,5,2001,-9,5,2001,0,0,0,0,0,1,0,0,5
4301,4301001,"SIE",451,-9,5,2001,-9,5,2001,1,1,0,0,15,4,4,0,5
4302,4302001,"GUI",438,13,8,1999,16,8,1999,1,1,0,0,8,3,4,0,5
4302,4302001,"LBR",450,13,8,1999,16,8,1999,0,0,0,0,0,1,0,0,5
4303,4303001,"ANG",540,7,1,2001,7,1,2001,1,1,0,0,16,4,2,0,5
4303,4303001,"ZAM",551,7,1,2001,7,1,2001,0,0,0,0,0,1,0,0,5
4303,4303002,"ANG",540,19,3,2001,-9,4,2001,0,1,0,0,0,1,0,0,5
4303,4303002,"ZAM",551,19,3,2001,-9,4,2001,1,0,0,0,15,4,2,0,5
4303,4303003,"ANG",540,12,4,2001,-9,8,2001,0,1,0,0,0,1,0,0,5
4303,4303003,"ZAM",551,12,4,2001,-9,8,2001,1,0,0,0,11,3,4,0,5
4303,4303004,"ANG",540,9,11,2001,-9,12,2001,1,1,0,0,15,4,4,1,5
4303,4303004,"ZAM",551,9,11,2001,-9,12,2001,0,0,0,0,0,1,0,0,5
4303,4303005,"ANG",540,21,11,2001,21,11,2001,0,1,1,10,0,1,0,0,5
4303,4303005,"ZAM",551,21,11,2001,21,11,2001,1,0,0,0,16,4,0,0,5
4304,4304001,"UGA",500,7,12,1997,9,12,1997,0,0,0,0,0,1,0,0,5
4304,4304001,"SUD",625,7,12,1997,9,12,1997,1,1,0,0,12,3,2,0,5
4305,4305001,"UGA",500,30,10,2001,30,10,2001,1,1,0,0,8,3,2,0,5
4305,4305001,"SUD",625,30,10,2001,30,10,2001,0,0,0,0,0,1,0,0,5
4306,4306001,"CAO",471,1,3,2001,6,3,2001,0,0,0,0,0,1,0,0,5
4306,4306001,"CEN",482,1,3,2001,6,3,2001,1,1,0,0,14,4,1,0,5
4307,4307001,"DRC",490,14,4,1994,-9,9,1994,1,1,0,0,14,4,0,0,5
4307,4307001,"ZAM",551,14,4,1994,-9,9,1994,0,0,0,0,0,1,0,0,5
