dispnum,stday,stmon,styear,endday,endmon,endyear,outcome,settle,fatality,fatalpre,maxdur,mindur,hiact,hostlev,recip,numa,numb,ongo2014,version
1642,14,10,1890,24,3,1891,6,1,0,0,162,162,7,3,1,1,1,0,5
1643,2,2,1891,24,6,1891,5,3,0,0,143,143,7,3,0,2,1,0,5
1644,10,1,1895,11,3,1895,6,1,0,0,61,61,7,3,1,1,2,0,5
1645,-9,1,1895,-9,7,1895,3,1,0,0,212,152,14,4,0,1,1,0,5
1646,11,5,1895,25,5,1895,5,3,0,0,15,15,12,3,0,1,1,0,5
1647,-9,6,1896,-9,12,1896,6,1,-9,-9,214,155,17,4,1,1,1,0,5
1648,6,12,1896,6,12,1896,7,2,0,0,1,1,7,3,0,1,1,0,5
1649,11,10,1897,11,10,1897,4,3,0,0,1,1,2,2,0,1,1,0,5
1650,-9,7,1905,6,3,1906,5,3,0,0,249,219,7,3,0,1,1,0,5
1653,25,1,1911,29,2,1912,5,3,0,0,401,401,16,4,1,1,1,0,5
1654,-9,8,1914,-9,9,1914,7,3,0,0,61,2,15,4,0,1,1,0,5
1656,19,2,1915,11,11,1918,8,3,0,0,1362,1362,16,4,0,1,1,0,5
1660,-9,2,1917,-9,5,1917,7,1,0,0,120,63,15,4,0,2,1,0,5
1661,5,10,1914,27,8,1918,8,3,0,0,1423,1423,16,4,0,1,1,0,5
1665,6,1,1921,6,1,1921,4,1,0,0,1,1,1,2,0,1,1,0,5
1666,-9,5,1921,-9,5,1921,5,3,0,0,31,1,7,3,0,1,1,0,5
1668,-9,11,1922,-9,9,1923,4,1,0,0,334,276,13,4,0,1,1,0,5
1669,-9,1,1923,-9,7,1923,1,2,0,0,212,152,14,4,0,1,1,0,5
1670,-9,12,1925,19,1,1926,5,3,0,0,50,20,7,3,0,1,1,0,5
1671,1,12,1926,15,1,1927,5,3,0,0,46,46,7,3,0,1,1,0,5
1672,28,10,1927,31,10,1927,6,1,0,0,4,4,7,3,0,1,3,0,5
1674,8,2,1927,30,4,1927,5,3,0,0,82,82,15,4,1,1,1,0,5
1677,-9,7,1933,-9,1,1934,4,3,0,0,215,155,13,4,1,1,1,0,5
1683,-9,7,1883,28,5,1884,5,3,0,0,333,303,16,4,1,1,1,0,5
1684,8,8,1939,-9,2,1940,5,3,0,0,206,178,7,3,0,1,1,0,5
1685,14,9,1939,19,9,1939,8,3,-9,-9,6,6,17,4,1,1,1,0,5
1686,29,8,1939,-9,9,1939,5,3,0,0,33,4,8,3,0,1,1,0,5
1693,1,6,1942,22,6,1942,5,3,0,0,22,22,16,4,0,1,1,0,5
1694,25,1,1942,-9,8,1945,5,3,-9,-9,1315,1285,17,4,1,1,2,0,5
1695,-9,2,1944,19,3,1944,5,3,0,0,48,20,16,4,0,1,1,0,5
1698,15,2,1947,3,4,1947,5,3,0,0,48,48,14,4,0,2,1,0,5
1701,16,6,1952,16,9,1952,5,3,0,0,93,93,16,4,1,1,1,0,5
1702,-9,8,1952,30,10,1952,7,3,0,0,91,61,15,4,0,1,1,0,5
1703,30,6,1952,26,10,1952,5,3,1,-9,119,119,16,4,1,4,1,0,5
1706,31,5,1957,17,6,1958,6,1,2,-9,383,383,17,4,1,1,1,0,5
1707,2,7,1958,1,11,1958,5,3,0,0,123,123,14,4,1,1,1,0,5
1708,21,5,1959,7,9,1959,5,3,-9,-9,110,110,16,4,1,1,1,0,5
1709,28,12,1959,30,12,1959,5,3,1,-9,3,3,16,4,1,1,1,0,5
1710,10,1,1960,10,1,1960,5,3,-9,-9,1,1,17,4,1,1,1,0,5
1711,-9,3,1960,28,5,1960,5,3,2,-9,89,59,17,4,1,1,1,0,5
1713,22,7,1966,30,12,1966,7,1,0,0,162,162,15,4,0,1,1,0,5
1714,27,3,1866,31,3,1866,5,3,0,0,5,5,7,3,0,1,1,0,5
1715,18,5,1967,10,10,1967,5,3,1,-9,146,146,17,4,1,1,1,0,5
1717,26,6,1969,30,11,1969,5,3,-9,-9,158,158,8,3,1,1,1,0,5
1718,2,8,1971,8,8,1971,4,4,0,0,7,7,7,3,0,3,1,0,5
1720,-9,2,1976,-9,2,1976,5,3,0,0,29,1,16,4,0,1,1,0,5
1723,26,5,1919,14,10,1920,6,1,-9,-9,508,508,17,4,1,1,1,0,5
1724,4,4,1917,22,6,1917,8,3,0,0,80,80,16,4,0,1,1,0,5
1725,-9,3,1914,-9,2,1915,5,3,0,0,365,308,16,4,0,1,1,0,5
1726,-9,5,1916,-9,5,1916,7,3,0,0,31,1,15,4,0,1,1,0,5
1732,-9,3,1915,-9,9,1915,7,3,0,0,214,155,15,4,0,1,1,0,5
1733,22,2,1932,25,2,1932,5,3,0,0,4,4,15,4,0,1,1,0,5
1734,15,1,1911,15,1,1911,5,3,0,0,1,1,7,3,0,1,1,0,5
1735,25,9,1825,26,9,1825,5,3,2,-9,2,2,17,4,1,1,1,0,5
1736,-9,5,1924,-9,11,1924,5,3,0,0,214,155,8,3,0,1,1,0,5
1739,-9,7,1888,-9,7,1888,5,3,0,0,31,1,11,3,0,1,1,0,5
1740,15,7,1839,15,6,1842,6,1,0,0,1067,1067,14,4,0,1,1,0,5
1743,29,11,1857,25,10,1858,7,1,0,0,331,331,15,4,1,1,1,0,5
1746,28,9,1960,28,9,1960,5,3,0,0,1,1,16,4,0,1,1,0,5
1749,21,1,1940,23,1,1940,5,3,0,0,3,3,15,4,0,1,1,0,5
1750,6,5,1876,30,5,1876,4,3,0,0,25,25,7,3,0,1,1,0,5
1752,6,7,1826,6,7,1826,4,2,0,0,1,1,7,3,0,1,1,0,5
1753,3,9,1833,11,12,1833,7,1,0,0,100,100,15,4,1,1,1,0,5
1755,-9,5,1852,-9,6,1852,3,3,0,0,61,2,7,3,0,1,1,0,5
1757,-9,10,1856,-9,1,1857,4,4,0,0,123,63,7,3,0,1,1,0,5
1762,-9,6,1862,5,1,1863,7,1,0,0,219,190,15,4,1,1,1,0,5
1763,-9,5,1880,-9,12,1880,8,4,0,0,245,185,15,4,1,1,1,0,5
1764,-9,7,1885,24,5,1886,6,1,0,0,328,298,15,4,1,1,1,0,5
1771,18,7,1911,19,7,1911,5,3,0,0,2,2,7,3,0,1,1,0,5
1772,24,12,1911,24,12,1911,7,3,0,0,1,1,15,4,0,1,1,0,5
1773,8,8,1914,-9,2,1915,5,3,2,-9,205,178,17,4,1,1,1,0,5
1774,30,10,1914,11,11,1918,8,3,0,0,1474,1474,16,4,1,1,1,0,5
1775,2,6,1915,-9,7,1915,5,3,0,0,60,30,8,3,1,1,1,0,5
1777,-9,4,1918,19,7,1919,4,1,2,-9,475,446,17,4,1,1,1,0,5
1778,6,6,1920,28,7,1920,3,1,-9,-9,53,53,16,4,0,1,1,0,5
1779,1,4,1922,29,7,1922,3,3,0,0,120,120,7,3,1,1,1,0,5
1780,24,8,1923,24,9,1923,6,1,0,0,32,32,7,3,0,1,1,0,5
1781,18,12,1925,28,2,1926,3,1,-9,-9,73,73,16,4,1,1,1,0,5
1783,18,4,1940,1,8,1940,5,3,0,0,106,106,16,4,1,1,1,0,5
1785,2,8,1941,8,12,1941,1,2,-9,-9,129,129,16,4,1,1,1,0,5
1788,13,9,1943,18,9,1943,5,3,0,0,6,6,7,3,1,1,1,0,5
1790,18,12,1944,5,7,1945,2,3,-9,-9,200,200,17,4,1,1,1,0,5
1792,-9,4,1946,7,12,1946,5,1,3,-9,251,222,17,4,1,1,1,0,5
1793,14,5,1948,31,10,1948,2,1,6,-9,171,171,20,5,1,5,1,0,5
1796,9,2,1959,15,8,1959,5,3,1,-9,188,188,17,4,1,1,1,0,5
1797,28,6,1960,31,7,1960,6,1,-9,-9,34,34,17,4,1,1,1,0,5
1799,-9,1,1961,-9,9,1961,7,1,0,0,273,214,15,4,0,1,1,0,5
1800,1,8,1865,12,2,1866,4,3,0,0,196,196,7,3,0,1,1,0,5
1801,2,5,1961,25,11,1961,4,3,0,0,208,208,7,3,0,1,1,0,5
1803,28,5,1963,14,6,1963,7,3,0,0,18,18,15,4,0,1,1,0,5
1804,11,11,1965,23,8,1966,5,3,0,0,286,286,7,3,1,1,2,0,5
1805,9,1,1967,-9,2,1967,7,3,0,0,51,24,15,4,0,1,1,0,5
1806,18,1,1968,28,4,1969,5,3,-9,-9,467,467,17,4,1,2,2,0,5
1807,10,10,1968,28,2,1969,7,1,0,0,142,142,15,4,0,1,1,0,5
1808,26,1,1973,26,1,1973,6,1,0,0,1,1,7,3,1,1,2,0,5
1809,26,6,1975,28,6,1975,7,3,0,0,3,3,15,4,0,1,1,0,5
1810,25,11,1919,30,12,1919,5,3,0,0,36,36,7,3,0,1,1,0,5
1825,12,12,1937,12,12,1937,5,3,-9,-9,1,1,16,4,0,1,2,0,5
1900,31,3,1961,31,3,1961,7,1,0,0,1,1,15,4,0,1,1,0,5
2000,11,5,1953,23,9,1953,5,3,2,-9,136,136,17,4,1,1,1,0,5
2001,20,9,1953,29,10,1953,3,1,3,-9,40,40,17,4,1,1,1,0,5
2002,27,5,1960,27,5,1960,5,3,0,0,1,1,7,3,0,1,1,0,5
2005,4,2,1903,4,2,1903,5,3,0,0,1,1,1,2,0,1,1,0,5
2006,2,10,1949,27,2,1950,7,1,0,0,149,149,15,4,0,1,1,0,5
2007,18,10,1949,16,11,1949,7,3,0,0,30,30,15,4,1,1,1,0,5
2008,5,6,1950,15,7,1950,5,3,0,0,41,41,17,4,1,1,1,0,5
2009,17,8,1950,24,8,1950,5,3,0,0,8,8,17,4,1,1,1,0,5
2010,23,11,1950,23,11,1950,5,3,1,-9,1,1,17,4,1,1,1,0,5
2012,-9,12,1850,-9,1,1851,4,3,0,0,62,2,14,4,1,1,1,0,5
2013,-9,8,1838,-9,8,1838,4,2,0,0,31,1,14,4,0,1,1,0,5
2014,6,12,1864,6,12,1864,5,3,0,0,1,1,1,2,0,1,1,0,5
2017,25,2,1970,21,3,1970,5,3,0,0,25,25,8,3,0,1,1,0,5
2018,16,10,1953,28,10,1953,5,3,0,0,13,13,16,4,1,1,1,0,5
2020,21,7,1948,21,10,1948,5,3,0,0,93,93,16,4,0,1,1,0,5
2021,14,12,1949,14,12,1949,5,3,0,0,1,1,12,3,0,1,1,0,5
2022,15,2,1952,7,3,1952,5,3,0,0,22,22,8,3,0,1,1,0,5
2023,28,3,1954,5,4,1954,5,3,0,0,9,9,16,4,1,1,1,0,5
2024,3,3,1955,29,3,1955,5,3,0,0,27,27,16,4,1,1,1,0,5
2025,20,9,1957,20,9,1957,5,3,0,0,1,1,7,3,0,1,1,0,5
2028,25,8,1960,19,10,1960,5,3,0,0,55,55,16,4,1,1,1,0,5
2029,27,12,1960,6,1,1961,5,3,0,0,11,11,12,3,1,1,1,0,5
2031,16,2,1964,16,3,1964,5,3,0,0,30,30,16,4,1,1,1,0,5
2032,11,5,1955,11,5,1955,5,3,0,0,1,1,17,4,1,1,1,0,5
2033,23,7,1954,27,7,1954,5,3,-9,-9,5,5,17,4,1,1,1,0,5
2034,23,7,1954,23,7,1954,5,3,0,0,1,1,16,4,0,1,1,0,5
2035,1,8,1953,2,9,1953,5,3,0,0,33,33,12,3,0,1,1,0,5
2036,24,6,1953,-9,7,1953,7,3,0,0,38,8,15,4,0,1,1,0,5
2037,19,1,1955,19,1,1955,5,3,0,0,1,1,16,4,0,1,1,0,5
2038,27,8,1958,27,8,1958,5,3,0,0,1,1,12,3,0,1,1,0,5
2040,-9,2,1920,28,2,1920,6,1,0,0,28,1,10,3,0,1,1,0,5
2042,3,5,1957,23,6,1957,5,3,0,0,52,52,7,3,0,1,1,0,5
2043,3,11,1866,3,11,1866,4,2,0,0,1,1,7,3,0,1,1,0,5
2044,19,6,1875,3,3,1876,6,1,0,0,259,259,7,3,1,1,1,0,5
2045,-9,3,1876,16,3,1876,4,2,0,0,16,1,7,3,0,1,1,0,5
2046,27,7,1890,25,8,1890,5,3,0,0,30,30,7,3,0,1,1,0,5
2047,-9,2,1911,5,3,1911,7,1,0,0,33,6,15,4,1,1,1,0,5
2049,12,6,1957,13,6,1957,5,3,-9,-9,2,2,17,4,1,2,1,0,5
2050,9,9,1932,25,5,1933,5,3,0,0,259,259,7,3,0,1,2,0,5
2051,14,11,1932,14,11,1932,5,3,0,0,1,1,4,2,0,1,2,0,5
2052,16,2,1951,16,10,1952,5,3,1,-9,609,609,17,4,1,1,2,0,5
2053,26,3,1979,14,4,1982,5,3,-9,-9,1116,1116,17,4,1,1,2,0,5
2054,18,9,1983,30,4,1987,5,3,-9,-9,1321,1321,17,4,1,1,2,0,5
2055,-9,11,1842,-9,1,1843,5,3,0,0,92,33,7,3,0,2,1,0,5
2056,12,11,1936,12,11,1936,5,3,1,-9,1,1,16,4,0,1,1,0,5
2059,4,7,1971,4,7,1971,5,3,0,0,1,1,7,3,0,1,1,0,5
2066,12,6,1965,12,6,1965,5,3,0,0,1,1,17,4,1,1,1,0,5
2067,31,3,1966,24,6,1966,5,3,1,-9,86,86,17,4,1,1,1,0,5
2068,-9,4,1973,23,5,1973,5,3,0,0,53,24,11,3,1,1,1,0,5
2069,22,2,1977,14,3,1978,2,3,6,-9,386,386,20,5,1,1,2,0,5
2070,14,4,1978,7,2,1979,5,3,-9,-9,300,300,16,4,1,1,1,0,5
2071,24,2,1980,13,6,1981,5,3,3,-9,476,476,17,4,1,1,1,0,5
2072,30,6,1982,26,5,1984,5,3,5,-9,697,697,17,4,1,1,1,0,5
2074,20,12,1984,2,1,1985,5,3,3,-9,14,14,17,4,1,1,1,0,5
2075,17,9,1985,22,10,1985,5,3,2,-9,36,36,17,4,1,1,1,0,5
2077,-9,3,1905,-9,3,1905,5,3,0,0,31,1,7,3,0,1,1,0,5
2078,7,7,1909,7,7,1909,5,3,0,0,1,1,7,3,0,1,1,0,5
2079,3,11,1958,3,11,1958,5,3,0,0,1,1,12,3,0,1,1,0,5
2080,25,7,1964,29,7,1964,5,1,0,0,5,5,17,4,1,1,1,0,5
2081,14,7,1977,10,2,1978,5,3,0,0,212,212,7,3,1,1,1,0,5
2082,18,8,1978,9,1,1979,5,1,0,0,145,145,10,3,1,1,1,0,5
2083,7,9,1980,9,2,1981,5,3,0,0,156,156,15,4,1,1,1,0,5
2084,25,4,1981,23,2,1982,5,3,0,0,305,305,16,4,1,1,1,0,5
2086,18,8,1983,18,8,1983,6,1,0,0,1,1,7,3,1,1,1,0,5
2087,19,10,1984,19,10,1984,5,1,0,0,1,1,16,4,0,1,1,0,5
2088,16,11,1950,20,11,1950,5,3,0,0,5,5,11,3,1,1,1,0,5
2089,29,6,1954,19,9,1954,5,3,0,0,83,83,12,3,0,1,1,0,5
2090,25,6,1955,5,11,1955,5,3,0,0,134,134,12,3,1,1,1,0,5
2092,7,6,1956,3,10,1956,5,3,0,0,119,119,7,3,1,1,1,0,5
2097,17,7,1967,22,7,1967,7,3,0,0,6,6,15,4,0,1,1,0,5
2098,23,3,1969,23,4,1969,5,3,0,0,32,32,1,2,0,1,1,0,5
2099,10,12,1971,10,12,1971,5,3,0,0,1,1,12,3,0,1,1,0,5
2100,12,4,1973,12,4,1973,5,3,0,0,1,1,7,3,0,1,1,0,5
2101,27,2,1979,27,2,1979,5,3,0,0,1,1,8,3,0,1,1,0,5
2102,-9,12,1985,4,6,1987,5,3,-9,-9,551,521,17,4,1,1,1,0,5
2103,-9,12,1934,-9,1,1935,6,3,0,0,62,2,12,3,1,1,1,0,5
2106,18,12,1965,12,1,1966,5,1,1,-9,26,26,17,4,1,1,1,0,5
2107,23,5,1966,23,5,1966,5,3,0,0,1,1,16,4,1,1,1,0,5
2108,14,9,1969,14,9,1969,5,3,2,-9,1,1,17,4,1,1,1,0,5
2109,20,1,1970,5,2,1970,5,3,0,0,17,17,15,4,1,1,1,0,5
2110,14,4,1971,31,5,1971,5,3,1,-9,48,48,17,4,1,1,1,0,5
2111,2,1,1973,3,3,1973,5,3,2,-9,61,61,17,4,1,1,1,0,5
2112,24,1,1974,13,3,1975,6,3,3,-9,414,414,17,4,1,1,1,0,5
2113,27,2,1979,19,6,1979,5,3,0,0,113,113,16,4,1,1,1,0,5
2115,24,10,1979,20,8,1988,3,1,6,-9,3224,3224,20,5,1,1,1,0,5
2116,18,10,1842,26,10,1842,5,3,0,0,9,9,16,4,0,1,1,0,5
2117,17,6,1870,18,6,1870,4,3,0,0,2,2,16,4,0,1,1,0,5
2118,15,1,1984,15,1,1984,5,3,1,-9,1,1,17,4,1,1,1,0,5
2119,23,1,1981,6,3,1981,5,3,2,-9,43,43,17,4,1,1,1,0,5
2120,21,6,1977,18,1,1978,5,3,1,-9,212,212,17,4,1,1,1,0,5
2121,27,2,1953,13,7,1953,5,3,0,0,137,137,12,3,1,1,1,0,5
2122,21,10,1950,21,10,1950,5,3,0,0,1,1,10,3,0,1,1,0,5
2123,-9,2,1943,-9,2,1943,5,3,0,0,28,1,17,4,1,1,1,0,5
2124,11,2,1942,11,8,1942,4,2,0,0,182,182,14,4,0,1,1,0,5
2125,-9,4,1937,-9,12,1937,5,3,0,0,275,216,12,3,1,1,1,0,5
2126,27,1,1911,28,1,1911,5,3,1,-9,2,2,17,4,1,1,1,0,5
2127,-9,8,1891,-9,8,1891,5,3,0,0,31,1,12,3,1,1,1,0,5
2128,10,8,1886,10,8,1886,4,3,0,0,1,1,11,3,0,1,1,0,5
2129,-9,10,1921,-9,12,1921,5,3,0,0,92,32,11,3,1,1,1,0,5
2130,-9,10,1923,-9,12,1923,5,3,0,0,92,32,11,3,1,1,1,0,5
2131,-9,8,1924,-9,12,1924,5,3,0,0,153,93,11,3,1,1,1,0,5
2132,26,2,1927,27,2,1927,7,3,0,0,2,2,15,4,1,1,1,0,5
2133,16,1,1930,26,1,1930,5,1,1,-9,11,11,17,4,1,1,1,0,5
2136,7,11,1974,-9,2,1975,8,3,0,0,114,87,8,3,0,1,1,0,5
2138,20,9,1972,22,9,1972,7,3,0,0,3,3,16,4,1,1,1,0,5
2139,17,4,1977,19,7,1977,5,3,0,0,94,94,7,3,1,1,1,0,5
2140,24,2,1977,11,5,1977,5,3,1,-9,77,77,17,4,1,1,1,0,5
2141,9,10,1978,3,6,1979,2,2,6,-9,238,238,20,5,1,2,1,0,5
2142,1,1,1977,14,4,1977,5,3,0,0,104,104,12,3,1,1,1,0,5
2143,8,1,1977,25,1,1977,5,3,0,0,18,18,7,3,1,1,1,0,5
2144,4,2,1977,14,2,1977,7,1,0,0,11,11,15,4,0,1,1,0,5
2148,26,4,1977,26,4,1977,5,3,-9,-9,1,1,17,4,1,1,1,0,5
2149,-9,5,1977,2,10,1977,5,3,-9,-9,155,125,17,4,1,1,1,0,5
2150,8,3,1977,26,5,1977,8,4,4,-9,80,80,17,4,1,4,5,0,5
2152,3,2,1980,15,2,1980,5,3,1,-9,13,13,17,4,1,1,1,0,5
2153,1,9,1964,1,9,1964,5,3,0,0,1,1,1,2,0,1,1,0,5
2155,31,12,1966,22,4,1967,5,3,-9,-9,113,113,17,4,1,1,1,0,5
2157,29,1,1963,27,2,1963,2,2,1,-9,30,30,16,4,1,1,1,0,5
2163,19,2,1983,19,2,1983,6,1,1,-9,1,1,17,4,1,1,1,0,5
2168,7,5,1871,7,5,1871,4,3,0,0,1,1,1,2,0,1,1,0,5
2169,24,6,1871,29,6,1871,5,3,0,0,6,6,7,3,0,1,1,0,5
2170,-9,11,1885,-9,11,1885,5,1,0,0,30,1,1,2,0,1,1,0,5
2171,16,3,1965,16,3,1965,5,3,0,0,1,1,1,2,1,1,1,0,5
2172,16,11,1965,16,11,1965,5,3,0,0,1,1,1,2,0,1,1,0,5
2173,13,9,1974,-9,10,1974,5,3,0,0,49,19,11,3,0,1,1,0,5
2174,1,11,1978,1,11,1978,5,3,0,0,1,1,16,4,0,1,1,0,5
2175,21,3,1981,28,3,1982,5,3,0,0,373,373,7,3,1,1,1,0,5
2176,1,12,1982,10,3,1984,5,3,0,0,466,466,16,4,1,2,1,0,5
2177,17,10,1984,13,3,1985,5,3,-9,-9,148,148,1,2,0,1,1,0,5
2178,2,7,1986,2,7,1986,8,4,0,0,1,1,7,3,0,1,1,0,5
2179,27,6,1986,31,7,1987,8,4,1,-9,400,400,17,4,1,1,1,0,5
2180,8,5,1951,8,5,1951,5,3,0,0,1,1,16,4,0,1,1,0,5
2181,19,5,1956,19,5,1956,5,3,1,-9,1,1,16,4,0,1,1,0,5
2184,30,3,1918,11,4,1918,5,3,-9,-9,13,13,17,4,1,1,1,0,5
2185,16,6,1919,25,2,1920,5,3,0,0,255,255,16,4,1,1,1,0,5
2186,5,5,1949,10,8,1949,5,3,-9,-9,98,98,17,4,1,1,1,0,5
2187,7,3,1958,17,10,1961,5,3,2,-9,1321,1321,17,4,1,1,2,0,5
2188,2,6,1962,15,1,1964,5,3,1,-9,593,593,17,4,1,1,2,0,5
2191,15,2,1974,20,7,1974,5,3,1,-9,156,156,16,4,1,1,1,0,5
2192,28,4,1977,19,5,1978,8,4,1,-9,387,387,17,4,1,1,2,0,5
2193,1,3,1979,6,12,1980,5,3,1,-9,647,647,17,4,1,1,2,0,5
2194,7,7,1981,13,7,1982,5,3,0,0,372,372,17,4,1,1,1,0,5
2195,1,2,1983,5,8,1983,5,3,0,0,186,186,16,4,1,2,1,0,5
2196,13,11,1984,20,10,1985,5,3,0,0,342,342,17,4,1,1,2,0,5
2198,11,8,1986,21,8,1986,5,3,0,0,11,11,17,4,1,1,1,0,5
2199,-9,6,1873,-9,6,1873,5,3,0,0,30,1,1,2,0,1,1,0,5
2200,-9,3,1875,12,12,1875,4,3,0,0,287,257,14,4,0,1,1,0,5
2201,25,3,1879,20,9,1879,1,2,0,0,180,180,14,4,0,1,1,0,5
2202,31,7,1882,28,8,1882,5,3,0,0,29,29,7,3,1,1,1,0,5
2203,-9,10,1907,20,11,1907,5,3,0,0,51,21,1,2,0,1,1,0,5
2204,22,4,1909,4,9,1909,4,1,1,-9,136,136,17,4,1,1,1,0,5
2205,1,8,1916,13,4,1917,5,1,2,-9,256,256,17,4,1,1,1,0,5
2206,7,6,1920,-9,10,1920,5,3,0,0,147,117,14,4,0,1,1,0,5
2207,5,12,1925,23,12,1925,8,4,0,0,19,19,7,3,0,1,1,0,5
2208,12,3,1926,18,3,1926,4,3,1,-9,7,7,17,4,1,7,1,0,5
2209,2,4,1927,30,8,1927,5,3,0,0,150,150,16,4,0,1,1,0,5
2211,8,4,1933,13,9,1933,1,2,3,-9,159,159,17,4,1,1,1,0,5
2212,20,5,1935,27,6,1935,4,1,1,-9,39,39,12,3,0,1,1,0,5
2214,10,7,1936,30,12,1936,5,3,1,-9,174,174,17,4,1,1,1,0,5
2215,27,6,1958,7,7,1958,7,3,0,0,11,11,16,4,0,1,1,0,5
2216,7,11,1958,7,11,1958,5,3,0,0,1,1,16,4,0,1,1,0,5
2218,2,4,1963,2,4,1963,5,3,0,0,1,1,16,4,0,1,2,0,5
2219,19,11,1961,14,8,1962,5,3,1,-9,269,269,17,4,1,2,2,0,5
2220,28,1,1964,27,3,1964,7,3,1,-9,60,60,16,4,1,1,1,0,5
2221,21,10,1970,10,11,1970,7,3,0,0,21,21,15,4,1,1,1,0,5
2222,9,4,1977,10,4,1977,7,3,0,0,2,2,15,4,0,1,1,0,5
2223,19,11,1978,2,1,1979,4,3,0,0,45,45,7,3,1,1,1,0,5
2224,9,8,1979,10,8,1979,7,1,0,0,2,2,15,4,1,1,1,0,5
2225,31,8,1979,20,11,1979,5,3,0,0,82,82,7,3,1,2,1,0,5
2226,13,3,1980,19,3,1980,5,3,0,0,7,7,7,3,0,7,1,0,5
2228,12,5,1981,14,5,1981,7,3,0,0,3,3,15,4,0,1,1,0,5
2229,23,6,1982,24,1,1983,5,3,0,0,216,216,14,4,1,1,2,0,5
2230,12,9,1984,19,9,1984,7,3,0,0,8,8,15,4,0,1,1,0,5
2231,24,11,1983,20,5,1984,5,3,-9,-9,179,179,16,4,1,2,2,0,5
2232,24,3,1985,7,9,1985,5,3,1,-9,168,168,16,4,1,2,2,0,5
2233,13,3,1986,13,3,1986,5,3,0,0,1,1,7,3,0,1,1,0,5
2234,16,7,1911,3,8,1911,5,3,0,0,19,19,7,3,0,2,1,0,5
2236,10,8,1856,12,2,1858,3,1,0,0,552,552,13,4,1,1,1,0,5
2237,24,7,1981,5,9,1982,5,3,0,0,409,409,10,3,1,1,2,0,5
2239,18,1,1969,20,1,1969,5,3,0,0,3,3,8,3,1,1,1,0,5
2240,19,2,1970,22,2,1970,5,3,0,0,4,4,17,4,1,1,1,0,5
2242,16,8,1860,16,8,1860,5,3,0,0,1,1,1,2,0,1,1,0,5
2244,13,1,1954,10,11,1956,5,3,2,-9,1033,1033,17,4,1,1,3,0,5
2245,12,2,1987,12,2,1987,5,3,2,-9,1,1,17,4,1,1,1,0,5
2300,23,12,1893,23,12,1893,5,3,0,0,1,1,17,4,1,1,1,0,5
2302,12,3,1939,16,3,1939,1,2,0,0,5,5,14,4,0,1,1,0,5
2303,13,8,1937,13,8,1937,5,3,0,0,1,1,16,4,0,1,1,0,5
2304,31,8,1937,2,9,1937,5,3,0,0,3,3,16,4,1,1,1,0,5
2306,14,8,1937,14,8,1937,5,4,0,0,1,1,16,4,0,1,1,0,5
2307,12,8,1937,12,8,1937,5,4,0,0,1,1,16,4,0,1,1,0,5
2310,3,5,1916,4,5,1916,8,4,0,0,2,2,15,4,0,1,1,0,5
2311,20,11,1913,14,2,1914,8,4,0,0,87,87,7,3,0,1,1,0,5
2312,14,10,1913,6,12,1913,8,4,0,0,54,54,7,3,0,1,1,0,5
2313,29,11,1913,26,12,1913,8,4,0,0,28,28,7,3,0,1,1,0,5
2315,26,10,1986,26,4,1987,7,3,0,0,183,183,15,4,0,1,1,0,5
2316,-9,2,1929,10,5,1930,6,1,-9,-9,99,72,17,4,1,1,1,0,5
2317,-9,4,1976,-9,4,1976,5,3,0,0,30,1,7,3,0,1,1,0,5
2318,-9,4,1976,-9,4,1976,5,3,0,0,30,1,12,3,0,1,1,0,5
2319,27,1,1972,20,4,1972,5,3,0,0,85,85,8,3,1,1,1,0,5
2320,-9,3,1875,-9,10,1875,5,3,0,0,245,185,14,4,0,1,1,0,5
2321,-9,6,1906,-9,12,1906,5,1,0,0,214,155,14,4,0,1,1,0,5
2322,24,1,1858,-9,5,1858,4,3,0,0,128,98,15,4,0,1,1,0,5
2323,13,7,1982,24,7,1982,5,3,0,0,12,12,16,4,1,1,1,0,5
2325,-9,11,1979,-9,12,1979,5,1,-9,-9,61,2,17,4,1,1,1,0,5
2326,-9,9,1977,-9,2,1978,6,1,0,0,181,125,16,4,1,1,1,0,5
2327,10,8,1976,10,8,1976,7,3,0,0,1,1,15,4,0,1,1,0,5
2328,-9,3,1949,24,11,1951,5,1,2,-9,999,969,16,4,1,1,1,0,5
2331,17,7,1958,22,10,1958,5,3,0,0,98,98,7,3,0,1,2,0,5
2332,15,7,1958,31,7,1958,5,3,0,0,17,17,8,3,0,1,1,0,5
2335,31,8,1976,6,9,1976,6,1,0,0,7,7,17,4,1,1,1,0,5
2338,22,1,1901,28,2,1902,5,3,0,0,403,403,15,4,0,1,1,0,5
2339,11,12,1948,9,3,1949,5,1,-9,-9,89,89,17,4,1,1,1,0,5
2340,19,4,1948,31,5,1948,5,3,-9,-9,43,43,12,3,1,1,1,0,5
2341,14,7,1898,14,8,1898,4,2,0,0,32,32,7,3,0,1,1,0,5
2342,4,6,1902,25,11,1902,2,2,-9,-9,175,175,17,4,1,1,1,0,5
2343,3,4,1896,21,4,1896,7,3,0,0,19,19,15,4,0,1,1,0,5
2344,14,8,1962,14,8,1962,5,3,1,-9,1,1,17,4,1,1,1,0,5
2346,12,9,1978,27,12,1978,5,3,1,-9,107,107,17,4,1,1,1,0,5
